Ticket_ID,Customer_ID,Customer_Name,Customer_Email,Customer_Country,Customer_Language,Channel,Query_Category,Query_Subcategory,Customer_Query_Text,Intent_Detected,Sentiment_Score,Priority_Level,AI_Response_Text,Human_Escalation_Flag,Resolution_Status,Resolution_Time,Customer_Feedback_Rating,Follow_Up_Required,Timestamp
TKT-10114,CUST-5114,User114,user114@example.com,USA,Urdu,Email,Product,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.93,Medium,AI provided a helpful response.,FALSE,Escalated,26,5,FALSE,2025-12-04T13:33:19.728667
TKT-10115,CUST-5115,User115,user115@example.com,UAE,French,Email,Delivery,General Inquiry,Customer is facing an issue and needs support.,Complaint,0.49,High,AI provided a helpful response.,TRUE,Resolved,44,2,FALSE,2026-02-07T08:24:19.728667
TKT-10116,CUST-5116,User116,user116@example.com,UK,Arabic,Email,Account,Payment Failure,Customer is facing an issue and needs support.,Complaint,-0.82,High,AI provided a helpful response.,FALSE,Pending,62,2,FALSE,2025-12-26T12:19:19.728667
TKT-10117,CUST-5117,User117,user117@example.com,India,German,WhatsApp,Technical,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,0.89,Critical,AI provided a helpful response.,TRUE,Pending,18,1,FALSE,2026-01-17T08:41:19.728667
TKT-10118,CUST-5118,User118,user118@example.com,Canada,Urdu,Web,Billing,Payment Failure,Customer is facing an issue and needs support.,Request Info,0.45,Critical,AI provided a helpful response.,FALSE,Pending,16,5,FALSE,2025-12-07T13:13:19.728667
TKT-10119,CUST-5119,User119,user119@example.com,Germany,Urdu,WhatsApp,Product,Bug Report,Customer is facing an issue and needs support.,Request Info,0.11,Critical,AI provided a helpful response.,TRUE,Resolved,70,3,FALSE,2026-01-28T17:56:19.728667
TKT-10120,CUST-5120,User120,user120@example.com,UK,English,Web,Delivery,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.14,Low,AI provided a helpful response.,TRUE,Escalated,32,5,TRUE,2026-01-26T03:47:19.728667
TKT-10121,CUST-5121,User121,user121@example.com,Germany,Hindi,WhatsApp,Delivery,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.68,Critical,AI provided a helpful response.,TRUE,Resolved,71,5,FALSE,2025-12-12T08:07:19.728667
TKT-10122,CUST-5122,User122,user122@example.com,USA,Urdu,WhatsApp,Billing,Bug Report,Customer is facing an issue and needs support.,Cancel Service,-0.06,Critical,AI provided a helpful response.,FALSE,Escalated,22,4,FALSE,2025-12-05T14:56:19.728667
TKT-10123,CUST-5123,User123,user123@example.com,UK,Arabic,Email,Product,Bug Report,Customer is facing an issue and needs support.,Complaint,0.03,Low,AI provided a helpful response.,FALSE,Escalated,71,2,TRUE,2025-12-05T03:24:19.728667
TKT-10124,CUST-5124,User124,user124@example.com,Australia,Hindi,Web,Delivery,Refund Request,Customer is facing an issue and needs support.,Complaint,0.06,Low,AI provided a helpful response.,TRUE,Escalated,40,3,TRUE,2025-12-15T05:41:19.728667
TKT-10125,CUST-5125,User125,user125@example.com,Australia,Urdu,WhatsApp,Technical,Login Issue,Customer is facing an issue and needs support.,Get Help,0.96,Medium,AI provided a helpful response.,TRUE,Escalated,26,2,FALSE,2025-12-21T19:27:19.728667
TKT-10126,CUST-5126,User126,user126@example.com,France,German,WhatsApp,Account,General Inquiry,Customer is facing an issue and needs support.,Request Info,0.43,Medium,AI provided a helpful response.,FALSE,Pending,61,5,FALSE,2025-12-03T01:19:19.728667
TKT-10127,CUST-5127,User127,user127@example.com,UK,Arabic,WhatsApp,Technical,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.12,Low,AI provided a helpful response.,FALSE,Resolved,6,3,FALSE,2025-12-23T11:21:19.728667
TKT-10128,CUST-5128,User128,user128@example.com,Canada,Arabic,Web,Billing,Bug Report,Customer is facing an issue and needs support.,Complaint,0.35,Medium,AI provided a helpful response.,TRUE,Resolved,1,4,FALSE,2025-12-28T11:53:19.728667
TKT-10129,CUST-5129,User129,user129@example.com,France,French,Web,Delivery,General Inquiry,Customer is facing an issue and needs support.,Complaint,-0.03,Medium,AI provided a helpful response.,TRUE,Resolved,69,2,TRUE,2026-01-15T07:29:19.728667
TKT-10130,CUST-5130,User130,user130@example.com,France,French,Email,Billing,Login Issue,Customer is facing an issue and needs support.,Get Help,0.42,Low,AI provided a helpful response.,TRUE,Pending,21,2,TRUE,2026-01-27T09:52:19.728667
TKT-10131,CUST-5131,User131,user131@example.com,Germany,Hindi,Web,Product,Payment Failure,Customer is facing an issue and needs support.,Get Help,0.93,High,AI provided a helpful response.,FALSE,Escalated,41,2,FALSE,2026-01-28T17:33:19.728667
TKT-10132,CUST-5132,User132,user132@example.com,UAE,German,Chat,Technical,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.31,Low,AI provided a helpful response.,TRUE,Escalated,72,2,FALSE,2026-01-28T02:18:19.728667
TKT-10133,CUST-5133,User133,user133@example.com,USA,Arabic,Email,Technical,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.53,High,AI provided a helpful response.,TRUE,Pending,29,2,FALSE,2025-12-09T09:27:19.728667
TKT-10134,CUST-5134,User134,user134@example.com,UK,Urdu,Chat,Technical,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.65,Critical,AI provided a helpful response.,TRUE,Escalated,2,1,TRUE,2026-01-24T08:59:19.728667
TKT-10135,CUST-5135,User135,user135@example.com,Canada,English,Web,Delivery,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.79,Critical,AI provided a helpful response.,TRUE,Resolved,43,4,FALSE,2025-12-31T09:18:19.728667
TKT-10136,CUST-5136,User136,user136@example.com,Pakistan,French,Email,Account,Login Issue,Customer is facing an issue and needs support.,Get Help,0.33,Critical,AI provided a helpful response.,FALSE,Escalated,51,3,FALSE,2026-02-02T23:21:19.728667
TKT-10137,CUST-5137,User137,user137@example.com,USA,German,Web,Billing,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.92,Medium,AI provided a helpful response.,TRUE,Escalated,23,3,FALSE,2025-12-29T01:42:19.728667
TKT-10138,CUST-5138,User138,user138@example.com,Pakistan,Urdu,Web,Technical,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,-0.74,High,AI provided a helpful response.,FALSE,Resolved,29,4,TRUE,2026-01-13T07:14:19.728667
TKT-10139,CUST-5139,User139,user139@example.com,UAE,Urdu,Email,Account,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.92,Medium,AI provided a helpful response.,FALSE,Pending,40,4,TRUE,2025-12-21T01:57:19.728667
TKT-10140,CUST-5140,User140,user140@example.com,USA,English,WhatsApp,Product,Refund Request,Customer is facing an issue and needs support.,Complaint,0.41,Critical,AI provided a helpful response.,FALSE,Pending,5,2,TRUE,2025-12-11T21:07:19.728667
TKT-10141,CUST-5141,User141,user141@example.com,UAE,German,Chat,Billing,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.56,Critical,AI provided a helpful response.,TRUE,Pending,38,2,TRUE,2026-02-07T23:43:19.728667
TKT-10142,CUST-5142,User142,user142@example.com,Germany,Urdu,Chat,Technical,Payment Failure,Customer is facing an issue and needs support.,Complaint,0.29,Low,AI provided a helpful response.,TRUE,Escalated,7,4,TRUE,2025-12-17T07:12:19.728667
TKT-10143,CUST-5143,User143,user143@example.com,UK,French,WhatsApp,Delivery,Bug Report,Customer is facing an issue and needs support.,Complaint,0.52,Low,AI provided a helpful response.,TRUE,Pending,70,2,FALSE,2026-01-03T02:57:19.728667
TKT-10144,CUST-5144,User144,user144@example.com,India,English,Email,Technical,Login Issue,Customer is facing an issue and needs support.,Get Help,0.82,High,AI provided a helpful response.,TRUE,Resolved,36,5,FALSE,2026-02-08T07:30:19.728667
TKT-10145,CUST-5145,User145,user145@example.com,France,French,Chat,Account,Login Issue,Customer is facing an issue and needs support.,Get Help,-0.66,Critical,AI provided a helpful response.,TRUE,Pending,12,3,FALSE,2025-12-24T11:24:19.728667
TKT-10146,CUST-5146,User146,user146@example.com,India,Urdu,Email,Delivery,Payment Failure,Customer is facing an issue and needs support.,Request Info,0.23,Critical,AI provided a helpful response.,FALSE,Resolved,56,5,FALSE,2025-12-12T18:22:19.728667
TKT-10147,CUST-5147,User147,user147@example.com,UK,Hindi,WhatsApp,Delivery,Refund Request,Customer is facing an issue and needs support.,Get Help,0.33,Medium,AI provided a helpful response.,FALSE,Pending,14,4,FALSE,2025-12-12T05:10:19.728667
TKT-10148,CUST-5148,User148,user148@example.com,India,Hindi,Email,Product,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.47,High,AI provided a helpful response.,FALSE,Pending,63,4,TRUE,2026-01-18T09:43:19.728667
TKT-10149,CUST-5149,User149,user149@example.com,India,Urdu,Web,Billing,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.94,Low,AI provided a helpful response.,FALSE,Resolved,50,3,TRUE,2025-12-26T17:51:19.728667
TKT-10150,CUST-5150,User150,user150@example.com,USA,Urdu,Email,Technical,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.69,Critical,AI provided a helpful response.,FALSE,Pending,72,5,FALSE,2025-12-16T04:37:19.728667
TKT-10151,CUST-5151,User151,user151@example.com,France,German,Web,Billing,Login Issue,Customer is facing an issue and needs support.,Get Help,-0.52,Medium,AI provided a helpful response.,FALSE,Resolved,7,4,FALSE,2026-01-31T23:41:19.728667
TKT-10152,CUST-5152,User152,user152@example.com,UAE,German,Chat,Account,Refund Request,Customer is facing an issue and needs support.,Request Info,0.78,Medium,AI provided a helpful response.,TRUE,Pending,65,2,FALSE,2025-12-17T16:54:19.728667
TKT-10153,CUST-5153,User153,user153@example.com,Canada,Arabic,Chat,Delivery,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.59,Low,AI provided a helpful response.,FALSE,Escalated,26,2,FALSE,2026-01-28T23:57:19.728667
TKT-10154,CUST-5154,User154,user154@example.com,France,Hindi,Web,Technical,Refund Request,Customer is facing an issue and needs support.,Request Info,-0.22,Medium,AI provided a helpful response.,TRUE,Escalated,22,3,TRUE,2026-01-13T11:46:19.728667
TKT-10155,CUST-5155,User155,user155@example.com,UAE,German,WhatsApp,Product,General Inquiry,Customer is facing an issue and needs support.,Get Help,-0.88,High,AI provided a helpful response.,FALSE,Escalated,68,2,TRUE,2026-01-25T10:00:19.728667
TKT-10156,CUST-5156,User156,user156@example.com,Australia,Arabic,WhatsApp,Product,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.67,Critical,AI provided a helpful response.,TRUE,Resolved,16,4,TRUE,2026-01-27T01:30:19.728667
TKT-10157,CUST-5157,User157,user157@example.com,Canada,French,Email,Delivery,Refund Request,Customer is facing an issue and needs support.,Complaint,0.13,Low,AI provided a helpful response.,TRUE,Escalated,41,2,FALSE,2026-01-13T23:20:19.728667
TKT-10158,CUST-5158,User158,user158@example.com,Australia,French,Chat,Billing,Login Issue,Customer is facing an issue and needs support.,Request Info,-0.66,High,AI provided a helpful response.,TRUE,Pending,27,2,TRUE,2026-01-11T19:04:19.728667
TKT-10159,CUST-5159,User159,user159@example.com,UK,Hindi,Web,Account,Bug Report,Customer is facing an issue and needs support.,Request Info,0.27,Medium,AI provided a helpful response.,FALSE,Pending,8,5,TRUE,2026-01-08T00:47:19.728667
TKT-10160,CUST-5160,User160,user160@example.com,USA,German,WhatsApp,Technical,Bug Report,Customer is facing an issue and needs support.,Cancel Service,0.12,Low,AI provided a helpful response.,FALSE,Pending,11,5,FALSE,2026-01-19T17:01:19.728667
TKT-10161,CUST-5161,User161,user161@example.com,Canada,German,Email,Account,Refund Request,Customer is facing an issue and needs support.,Complaint,-0.32,Low,AI provided a helpful response.,TRUE,Pending,1,3,TRUE,2026-01-08T11:08:19.728667
TKT-10162,CUST-5162,User162,user162@example.com,India,English,WhatsApp,Product,General Inquiry,Customer is facing an issue and needs support.,Complaint,0.17,Medium,AI provided a helpful response.,TRUE,Escalated,52,5,TRUE,2026-01-08T16:08:19.728667
TKT-10163,CUST-5163,User163,user163@example.com,France,English,Email,Delivery,Refund Request,Customer is facing an issue and needs support.,Request Info,-0.88,Medium,AI provided a helpful response.,TRUE,Resolved,60,3,FALSE,2026-01-09T23:50:19.728667
TKT-10164,CUST-5164,User164,user164@example.com,USA,French,WhatsApp,Account,Payment Failure,Customer is facing an issue and needs support.,Request Info,-0.5,Low,AI provided a helpful response.,TRUE,Escalated,54,1,TRUE,2025-12-04T00:59:19.728667
TKT-10165,CUST-5165,User165,user165@example.com,UK,English,WhatsApp,Product,Bug Report,Customer is facing an issue and needs support.,Request Info,-0.26,Low,AI provided a helpful response.,TRUE,Resolved,65,4,TRUE,2026-01-08T21:18:19.728667
TKT-10166,CUST-5166,User166,user166@example.com,USA,Hindi,Chat,Delivery,Payment Failure,Customer is facing an issue and needs support.,Request Info,0.89,Critical,AI provided a helpful response.,FALSE,Resolved,49,5,FALSE,2025-12-23T17:18:19.728667
TKT-10167,CUST-5167,User167,user167@example.com,UK,English,Web,Delivery,Bug Report,Customer is facing an issue and needs support.,Request Info,0.1,Low,AI provided a helpful response.,FALSE,Pending,53,4,TRUE,2026-01-02T02:43:19.728667
TKT-10168,CUST-5168,User168,user168@example.com,India,German,WhatsApp,Account,Bug Report,Customer is facing an issue and needs support.,Get Help,0.3,High,AI provided a helpful response.,TRUE,Escalated,56,4,TRUE,2026-02-04T10:55:19.728667
TKT-10169,CUST-5169,User169,user169@example.com,UAE,Urdu,WhatsApp,Technical,General Inquiry,Customer is facing an issue and needs support.,Get Help,-0.38,Medium,AI provided a helpful response.,TRUE,Pending,28,2,FALSE,2026-01-08T17:41:19.728667
TKT-10170,CUST-5170,User170,user170@example.com,Canada,German,Chat,Product,Refund Request,Customer is facing an issue and needs support.,Get Help,-0.69,Medium,AI provided a helpful response.,FALSE,Resolved,30,2,TRUE,2025-12-25T06:21:19.728667
TKT-10171,CUST-5171,User171,user171@example.com,Canada,Hindi,Chat,Delivery,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,-0.98,Medium,AI provided a helpful response.,TRUE,Pending,42,4,FALSE,2026-02-09T19:07:19.728667
TKT-10172,CUST-5172,User172,user172@example.com,UK,German,Chat,Product,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,-0.5,Low,AI provided a helpful response.,TRUE,Pending,50,3,FALSE,2025-12-15T16:43:19.728667
TKT-10173,CUST-5173,User173,user173@example.com,Germany,Urdu,WhatsApp,Account,Bug Report,Customer is facing an issue and needs support.,Get Help,-0.99,High,AI provided a helpful response.,FALSE,Resolved,59,2,FALSE,2026-01-07T11:51:19.728667
TKT-10174,CUST-5174,User174,user174@example.com,Canada,Urdu,WhatsApp,Billing,Login Issue,Customer is facing an issue and needs support.,Cancel Service,0.36,Critical,AI provided a helpful response.,TRUE,Escalated,25,5,TRUE,2026-02-05T12:16:19.728667
TKT-10175,CUST-5175,User175,user175@example.com,France,Hindi,Chat,Product,Bug Report,Customer is facing an issue and needs support.,Cancel Service,-0.4,Medium,AI provided a helpful response.,FALSE,Escalated,65,3,FALSE,2026-01-25T21:07:19.728667
TKT-10176,CUST-5176,User176,user176@example.com,Australia,Arabic,Email,Delivery,General Inquiry,Customer is facing an issue and needs support.,Cancel Service,0.2,Medium,AI provided a helpful response.,TRUE,Pending,61,4,TRUE,2026-01-11T22:39:19.728667
TKT-10177,CUST-5177,User177,user177@example.com,UK,French,WhatsApp,Billing,General Inquiry,Customer is facing an issue and needs support.,Get Help,0.82,Medium,AI provided a helpful response.,FALSE,Escalated,12,2,FALSE,2026-01-28T15:57:19.728667
TKT-10178,CUST-5178,User178,user178@example.com,UK,German,Email,Account,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.98,Low,AI provided a helpful response.,TRUE,Escalated,38,1,FALSE,2026-01-27T13:32:19.728667
TKT-10179,CUST-5179,User179,user179@example.com,USA,English,Chat,Account,Bug Report,Customer is facing an issue and needs support.,Cancel Service,-0.52,High,AI provided a helpful response.,TRUE,Escalated,59,1,TRUE,2026-01-13T15:45:19.728667
TKT-10180,CUST-5180,User180,user180@example.com,Canada,French,WhatsApp,Account,General Inquiry,Customer is facing an issue and needs support.,Get Help,0.98,High,AI provided a helpful response.,TRUE,Pending,57,3,TRUE,2025-12-05T13:32:19.728667
TKT-10181,CUST-5181,User181,user181@example.com,Germany,English,Web,Technical,Payment Failure,Customer is facing an issue and needs support.,Cancel Service,0.72,Medium,AI provided a helpful response.,FALSE,Pending,16,5,TRUE,2026-02-05T04:54:19.728667
TKT-10182,CUST-5182,User182,user182@example.com,UK,French,WhatsApp,Delivery,Refund Request,Customer is facing an issue and needs support.,Cancel Service,-0.68,Medium,AI provided a helpful response.,FALSE,Resolved,18,3,FALSE,2025-12-16T03:26:19.728667
TKT-10183,CUST-5183,User183,user183@example.com,UK,English,Chat,Technical,Bug Report,Customer is facing an issue and needs support.,Complaint,-0.28,High,AI provided a helpful response.,TRUE,Resolved,50,4,FALSE,2026-01-07T06:43:19.728667
